Begin,END,xmin,ymin,xmax,ymax,Xdiff,Ydiff,EPslewrmax,Epslewfmax,Epslewrmin,Epslewfmin,Epcapfmax,Epcapfmin,Epcaprmax,Epcaprmin,Spslewfmax,Spslewfmin,Spslewrmin,Spslewrmax,arrival max,arrival min,skew,GBA,PBA
m_mFW_reg_6__351_/QN,m_mZ_reg_12__45_/D,364.032,713.52,678.744,812.88,314.712,99.36,34.7,35.8,12.9,12,0.429,0.381,0.429,0.383,35,33.2,37.4,39.7,56.519,27.219,29.3,1476.4,1044.619
m_mFW_reg_0__270_/QN,m_mZ_reg_15__4_/D,395.568,324.72,664.704,685.44,269.136,360.72,32.5,35.7,14.2,13.7,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,28.019,27.3,1454.9,1028.919
irow_weights_reg_2__477_/QN,m_mFW_reg_11__959_/D,16.704,553.68,707.256,972.72,690.552,419.04,41.4,46.8,10.1,10.7,0.429,0.381,0.429,0.383,68.9,68,83.1,84.4,55.019,3.719,51.3,1494.7,1029.819
irow_weights_reg_1__432_/QN,m_mFW_reg_13__867_/D,85.608,643.32,626.904,1321.56,541.296,678.24,31.6,34.2,12.6,11.8,0.429,0.381,0.429,0.383,169.9,167.6,216.2,219.2,48.819,48.519,0.3,1497.4,1072.319
irow_weights_reg_0__407_/QN,m_mFW_reg_15__818_/D,108.504,601.2,162.936,1359.36,54.432,758.16,25.4,27.5,12.3,13.4,0.429,0.381,0.429,0.383,146.4,145.1,185.6,187.1,58.219,47.019,11.2,1502.2,1084.019
irow_weights_reg_0__287_/QN,m_mFW_reg_12__578_/D,143.712,384.12,572.256,1229.76,428.544,845.64,36.4,39.5,15,15.5,0.429,0.381,0.429,0.383,112.2,109.7,139.4,142.5,48.219,54.519,-6.3,1471.9,1092.619
m_mFW_reg_6__351_/QN,m_mZ_reg_3__45_/D,364.032,713.52,684.576,750.24,320.544,36.72,32,35.4,12.4,11.5,0.429,0.381,0.429,0.383,35,33.2,37.4,39.7,56.519,32.319,24.2,1444,1048.819
irow_weights_reg_1__307_/QN,m_mFW_reg_13__618_/D,305.064,483.48,505.296,1296.72,200.232,813.24,33.2,35.5,15.6,14.2,0.429,0.381,0.429,0.383,130,128.6,164.8,166.6,51.419,54.419,-3,1448.4,1092.019
irow_weights_reg_0__72_/QN,m_mFW_reg_12__148_/D,48.024,307.44,596.664,1150.92,548.64,843.48,33.4,36.4,10.6,11.1,0.429,0.381,0.429,0.383,109.7,108.6,137.8,139,55.619,65.019,-9.4,1469.9,1101.119
irow_weights_reg_0__28_/QN,m_mFW_reg_9__58_/D,183.456,251.28,602.28,964.08,418.824,712.8,41,46.6,9.7,10.3,0.429,0.381,0.429,0.383,10.4,10.2,9.5,9.9,52.319,25.519,26.8,1467.2,1052.719
irow_weights_reg_0__470_/QN,m_mFW_reg_12__948_/D,45.432,302.04,684.576,1228.68,639.144,926.64,29.7,32.6,9.3,9.9,0.429,0.381,0.429,0.383,65.2,64.4,78.2,79.1,57.519,54.219,3.3,1460.1,1077.519
irow_weights_reg_0__460_/QN,m_mFW_reg_12__929_/D,75.456,292.32,664.704,1274.04,589.248,981.72,32.9,36.3,9.4,10,0.429,0.381,0.429,0.383,127,123.9,158.6,163,58.319,48.319,10,1479,1078.519
irow_weights_reg_2__72_/QN,m_mFW_reg_14__149_/D,61.416,394.92,579.168,1114.2,517.752,719.28,33.1,36.1,10.5,11.3,0.429,0.381,0.429,0.383,143.1,142,181.8,183.1,54.019,36.819,17.2,1474.4,1066.319
irow_weights_reg_0__477_/QN,m_mFW_reg_9__959_/D,22.536,549.36,710.064,984.6,687.528,435.24,41.5,46.9,10.3,10.9,0.429,0.381,0.429,0.383,137,135,174.1,176.7,54.919,7.719,47.2,1496.2,1034.619
irow_weights_reg_1__142_/QN,m_mFW_reg_16__286_/D,129.456,307.44,162.936,1119.6,33.48,812.16,31.2,33.9,11.4,10.9,0.429,0.381,0.429,0.383,175.6,174.3,224.6,226.3,56.619,54.719,1.9,1464,1094.119
irow_weights_reg_1__432_/QN,m_mFW_reg_10__869_/D,85.608,643.32,616.536,1063.44,530.928,420.12,37.2,40.7,9.7,10.5,0.429,0.381,0.429,0.383,169.9,167.6,216.2,219.2,48.819,44.319,4.5,1458.2,1074.119
irow_weights_reg_1__392_/QN,m_mFW_reg_7__787_/D,60.552,699.48,87.336,1087.2,26.784,387.72,30.4,32.6,9.7,9.9,0.429,0.381,0.429,0.383,136.5,135.5,173.1,174.4,64.719,48.519,16.2,1479.6,1074.419
irow_weights_reg_1__307_/QN,m_mFW_reg_16__619_/D,305.064,483.48,292.536,1299.96,-12.528,816.48,31,33.9,10,10.6,0.429,0.381,0.429,0.383,130,128.6,164.8,166.6,51.419,29.219,22.2,1468.3,1053.319
irow_weights_reg_2__4_/QN,m_mFW_reg_5__8_/D,17.136,478.08,59.904,509.4,42.768,31.32,39.2,42.5,16.9,17.4,0.429,0.381,0.429,0.383,52.2,51,60.7,62.2,54.319,61.519,-7.2,1478.9,1097.919
irow_weights_reg_1__37_/QN,m_mFW_reg_7__78_/D,211.752,612,248.904,954.36,37.152,342.36,30.2,31.6,10.5,11.1,0.429,0.381,0.429,0.383,157.7,156.1,201.8,203.8,61.119,37.519,23.6,1450.6,1076.419
irow_weights_reg_2__102_/QN,m_mFW_reg_14__209_/D,15.192,408.96,671.616,1209.24,656.424,800.28,35.3,37.3,22.7,24.5,0.429,0.381,0.429,0.383,184,182.7,236.6,238,56.719,51.119,5.6,1476.7,1078.919
irow_weights_reg_1__14_/QN,m_mFW_reg_4__27_/D,38.952,500.76,59.472,493.2,20.52,-7.56,35.8,39.5,10,10.2,0.429,0.381,0.429,0.383,130.8,129.5,166.5,168,64.919,61.019,3.9,1463.2,1086.419
irow_weights_reg_2__65_/QN,m_mFW_reg_17__135_/D,70.704,499.68,269.424,1440.36,198.72,940.68,31.4,34.1,10.5,10,0.429,0.381,0.429,0.383,84,83.2,103.3,104.3,59.819,53.919,5.9,1482.6,1078.919
irow_weights_reg_1__4_/QN,m_mFW_reg_7__8_/D,25.344,467.28,41.976,857.16,16.632,389.88,34,37.4,9.5,10,0.429,0.381,0.429,0.383,177.4,176,227.1,229,52.219,45.719,6.5,1466.1,1083.819
m_mFW_reg_9__390_/QN,m_mZ_reg_15__70_/D,445.896,742.68,669.456,697.32,223.56,-45.36,37.6,39,14.1,13.6,0.429,0.381,0.429,0.383,24.6,22.4,23.9,26.5,29.619,26.719,2.9,1464.2,1025.419
irow_weights_reg_0__459_/QN,m_mFW_reg_9__918_/D,22.752,596.88,702.504,1007.28,679.752,410.4,34.6,36.8,10.3,10.9,0.429,0.381,0.429,0.383,144.2,142.5,183.1,185.1,65.019,23.119,41.9,1456.6,1056.619
irow_weights_reg_0__454_/QN,m_mFW_reg_12__907_/D,40.464,572.04,700.344,1305.36,659.88,733.32,29.6,31.9,10.3,10.3,0.429,0.381,0.429,0.383,157.9,155.6,201.2,204.1,64.919,48.519,16.4,1480.9,1079.019
m_mFW_reg_10__132_/QN,m_mZ_reg_10__72_/D,387.576,1069.92,752.832,743.76,365.256,-326.16,27.8,29.8,11.7,11.4,0.429,0.381,0.429,0.383,24.1,22,23.4,26,50.719,35.719,15,1488.7,1029.519
irow_weights_reg_2__327_/QN,m_mFW_reg_17__658_/D,287.136,514.8,256.464,1238.4,-30.672,723.6,41,46,10.4,11,0.429,0.381,0.429,0.383,96.4,94.8,119.4,121.3,44.019,55.419,-11.4,1441.2,1086.619
m_mFW_reg_11__270_/QN,m_mZ_reg_11__72_/D,408.96,770.76,747.864,762.12,338.904,-8.64,28.9,30.8,12,11.8,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,38.119,-5.7,1487,1043.819
irow_weights_reg_2__457_/QN,m_mFW_reg_14__919_/D,10.224,604.44,707.904,1263.24,697.68,658.8,34.8,36.8,9.3,9.9,0.429,0.381,0.429,0.383,156.8,154.9,200.2,202.5,56.819,42.619,14.2,1443.8,1070.519
irow_weights_reg_0__142_/QN,m_mFW_reg_9__289_/D,131.184,312.84,646.776,818.28,515.592,505.44,29.2,28.9,10.8,11.5,0.429,0.381,0.429,0.383,188.4,187.1,241.5,243.1,56.419,48.719,7.7,1460.119,1078.619
irow_weights_reg_1__362_/QN,m_mFW_reg_16__727_/D,153.864,649.8,193.176,1464.12,39.312,814.32,37.3,41.4,9.5,9.7,0.429,0.381,0.429,0.383,149.5,147,190,193.3,51.819,63.419,-11.6,1466.419,1085.219
irow_weights_reg_0__187_/QN,m_mFW_reg_12__379_/D,287.352,267.48,578.736,1109.88,291.384,842.4,30.5,33.1,19.4,15.2,0.429,0.381,0.429,0.383,159.2,157.5,203.7,205.9,45.319,36.819,8.5,1462.7,1063.719
irow_weights_reg_2__167_/QN,m_mFW_reg_14__338_/D,324.936,430.56,511.56,1126.08,186.624,695.52,39.6,44,13.3,14.5,0.429,0.381,0.429,0.383,170,168.3,216.8,218.8,51.619,39.519,12.1,1482.6,1069.719
irow_weights_reg_0__457_/QN,m_mFW_reg_6__917_/D,22.536,599.04,34.416,960.84,11.88,361.8,34.5,38.1,10.6,10.3,0.429,0.381,0.429,0.383,156.2,154.9,199.3,200.9,65.019,57.419,7.6,1462.9,1080.019
irow_weights_reg_1__437_/QN,m_mFW_reg_7__877_/D,16.272,672.48,59.688,1049.4,43.416,376.92,34.6,38.1,14.8,12.8,0.429,0.381,0.429,0.383,153.2,151.9,195.2,196.8,47.519,56.819,-9.3,1488.8,1079.719
irow_weights_reg_2__434_/QN,m_mFW_reg_17__867_/D,85.824,663.84,111.096,1351.8,25.272,687.96,31.3,33.7,12.3,11.1,0.429,0.381,0.429,0.383,112.4,110.5,140.5,143,46.419,55.519,-9.1,1466.9,1082.719
irow_weights_reg_2__452_/QN,m_mFW_reg_14__906_/D,52.776,599.04,678.528,1307.52,625.752,708.48,25.6,27.5,9.7,9.8,0.429,0.381,0.429,0.383,131.7,129.7,165.7,168,66.619,55.819,10.8,1477.4,1097.819
irow_weights_reg_2__82_/QN,m_mFW_reg_17__168_/D,9.144,400.32,52.344,1106.64,43.2,706.32,27.2,27.7,10.9,11.7,0.429,0.381,0.429,0.383,173.1,171.7,221.6,223.2,55.619,58.619,-3,1469.2,1093.619
m_mFW_reg_0__270_/QN,m_mZ_reg_9__4_/D,395.568,324.72,732.744,772.92,337.176,448.2,29.6,32,12,11.8,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,36.619,18.7,1479.3,1033.819
irow_weights_reg_0__472_/QN,m_mFW_reg_9__949_/D,55.584,531,694.944,960.84,639.36,429.84,33.2,35.8,9.7,10.3,0.429,0.381,0.429,0.383,178,176.5,227.9,229.6,60.619,4.219,56.4,1471.6,1024.719
irow_weights_reg_2__467_/QN,m_mFW_reg_11__936_/D,22.536,525.6,724.968,923.04,702.432,397.44,27.6,30,10,9.9,0.429,0.381,0.429,0.383,187.4,185.4,239.1,241.4,60.019,24.519,35.5,1471,1065.319
irow_weights_reg_1__287_/QN,m_mFW_reg_16__579_/D,138.744,381.96,233.784,1208.16,95.04,826.2,40.9,45.3,17.7,14.5,0.429,0.381,0.429,0.383,194.8,192.9,249.4,251.5,47.919,53.619,-5.7,1470.2,1079.719
irow_weights_reg_2__467_/QN,m_mFW_reg_14__936_/D,22.536,525.6,715.032,1221.12,692.496,695.52,28.7,31,10.4,10.1,0.429,0.381,0.429,0.383,187.4,185.4,239.1,241.4,60.019,52.619,7.4,1463.8,1093.419
irow_weights_reg_0__82_/QN,m_mFW_reg_12__168_/D,30.744,320.4,611.136,1164.96,580.392,844.56,31.5,34.8,11.1,11.5,0.429,0.381,0.429,0.383,164.3,163.1,210,211.6,54.119,61.119,-7,1440.118,1095.919
irow_weights_reg_2__462_/QN,m_mFW_reg_11__927_/D,83.016,576.36,669.672,1009.44,586.656,433.08,38.3,42.3,9.9,10.2,0.429,0.381,0.429,0.383,153.3,151.3,194.5,197,54.619,31.219,23.4,1467.3,1049.819
irow_weights_reg_0__237_/QN,m_mFW_reg_15__477_/D,100.944,399.24,125.136,1199.52,24.192,800.28,30.3,32.6,10.9,10.9,0.429,0.381,0.429,0.383,127.2,124.8,159.7,163.3,51.419,56.719,-5.3,1474.3,1077.419
irow_weights_reg_0__422_/QN,m_mFW_reg_9__849_/D,76.104,609.84,669.672,998.64,593.568,388.8,39.4,43.7,10.5,11.3,0.429,0.381,0.429,0.383,169.3,167.6,217.6,219.8,59.419,27.519,31.9,1470.4,1051.819
irow_weights_reg_1__207_/QN,m_mFW_reg_13__418_/D,244.584,286.92,557.784,1157.4,313.2,870.48,31.8,32.5,21.4,16.9,0.429,0.381,0.429,0.383,166.5,164.7,213.9,216.1,46.119,54.919,-8.8,1480.6,1088.519
m_mFW_reg_0__270_/QN,m_mZ_reg_0__4_/D,395.568,324.72,732.744,691.92,337.176,367.2,29.2,31.4,11.8,11.5,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,33.919,21.4,1483.5,1029.619
irow_weights_reg_1__17_/QN,m_mFW_reg_16__38_/D,309.816,444.6,291.456,1298.88,-18.36,854.28,32.9,35.6,17.8,18.8,0.429,0.381,0.429,0.383,173.6,171.2,220.5,223.5,50.619,29.319,21.3,1488,1058.219
irow_weights_reg_2__462_/QN,m_mFW_reg_14__926_/D,83.016,576.36,649.584,1250.28,566.568,673.92,30.6,32.9,11.8,11.3,0.429,0.381,0.429,0.383,153.3,151.3,194.5,197,54.619,41.719,12.9,1492.1,1067.319
irow_weights_reg_2__28_/QN,m_mFW_reg_14__58_/D,10.224,568.8,581.328,1328.04,571.104,759.24,31.5,34.4,9,9.6,0.429,0.381,0.429,0.383,10.1,9.9,9.2,9.5,61.819,49.119,12.7,1480.1,1081.719
irow_weights_reg_2__52_/QN,m_mFW_reg_17__109_/D,98.352,381.96,141.552,1121.76,43.2,739.8,30.3,27.5,10.1,10.9,0.429,0.381,0.429,0.383,149.4,148.2,190.6,192.1,48.819,54.319,-5.5,1462.8,1079.819
irow_weights_reg_1__467_/QN,m_mFW_reg_4__936_/D,7.848,502.92,37.224,498.6,29.376,-4.32,33.1,34.8,10,10.1,0.429,0.381,0.429,0.383,148.3,147,188.4,190.1,62.919,65.219,-2.3,1470,1100.819
irow_weights_reg_2__167_/QN,m_mFW_reg_17__338_/D,324.936,430.56,279.144,1081.8,-45.792,651.24,34.5,37.7,12.7,13.8,0.429,0.381,0.429,0.383,170,168.3,216.8,218.8,51.619,43.419,8.2,1471.7,1075.319
m_mFW_reg_2__270_/QN,FW_reg_0__2__8_/D,400.968,325.8,626.04,554.76,225.072,228.96,42.7,42.7,34.1,28.7,0.426,0.377,0.426,0.381,25.1,23,24.6,27.2,55.119,47.019,8.1,1451.5,1056.319
irow_weights_reg_1__211_/QN,m_mFW_reg_16__429_/D,32.904,306.36,352.584,1312.92,319.68,1006.56,30.1,32.4,18.4,14.4,0.429,0.381,0.429,0.383,110.2,109.1,138.8,140.1,55.319,35.719,19.6,1463.3,1064.119
irow_weights_reg_1__444_/QN,m_mFW_reg_10__887_/D,45.216,613.08,702.504,1012.68,657.288,399.6,34.4,36.6,10,10.3,0.429,0.381,0.429,0.383,139.1,138.2,178.1,179.1,50.919,21.919,29,1474.9,1044.419
irow_weights_reg_0__316_/QN,m_mFW_reg_12__638_/D,310.68,256.68,556.272,1255.68,245.592,999,43.2,44.4,18.8,14.9,0.429,0.381,0.429,0.383,137.7,133,171.7,177.9,57.819,46.519,11.3,1454,1076.219
irow_weights_reg_1__477_/QN,m_mFW_reg_16__955_/D,22.536,548.28,42.624,1271.88,20.088,723.6,41.1,46.5,11.6,11.1,0.429,0.381,0.429,0.383,22.6,21.1,22.3,24.2,54.919,56.819,-1.9,1462.7,1088.619
irow_weights_reg_0__22_/QN,m_mFW_reg_12__47_/D,39.168,391.68,661.896,1167.12,622.728,775.44,34.5,37.1,9.9,9.9,0.429,0.381,0.429,0.383,193.2,191.8,248.7,250.4,52.519,57.219,-4.7,1465.8,1077.719
irow_weights_reg_1__337_/QN,m_mFW_reg_13__678_/D,241.776,595.8,518.256,1348.56,276.48,752.76,32.3,35.3,10.1,10.8,0.429,0.381,0.429,0.383,163.2,160.7,206.6,209.6,65.519,29.519,36,1470.3,1051.319
irow_weights_reg_2__442_/QN,m_mFW_reg_17__887_/D,45.216,617.4,64.656,1303.2,19.44,685.8,33.8,36.2,10.3,10.2,0.429,0.381,0.429,0.383,148.8,147.7,190.2,191.6,50.719,55.619,-4.9,1470.7,1076.019
irow_weights_reg_2__287_/QN,m_mFW_reg_14__577_/D,129.672,462.96,452.592,1206,322.92,743.04,41.5,46.7,12.6,11.6,0.429,0.381,0.429,0.383,186.4,183.9,237.7,240.9,44.219,54.219,-10,1479,1074.119
irow_weights_reg_0__108_/QN,m_mFW_reg_12__218_/D,138.096,243.72,407.664,1360.44,269.568,1116.72,33.9,37.3,10,10.7,0.429,0.381,0.429,0.383,10.1,9.9,9.2,9.5,57.319,42.519,14.8,1481.5,1073.519
irow_weights_reg_2__377_/QN,m_mFW_reg_17__759_/D,274.608,615.24,256.464,1395,-18.144,779.76,40.4,45.1,10.4,11.1,0.429,0.381,0.429,0.383,146.6,145.2,187.7,189.4,58.119,36.019,22.1,1480.3,1056.919
m_mFW_reg_5__180_/QN,m_mZ_reg_8__22_/D,120.816,353.88,694.944,849.6,574.128,495.72,35.8,39.2,18,14.5,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,26.719,22.8,1470.5,1042.219
m_mFW_reg_10__132_/QN,m_mZ_reg_7__72_/D,387.576,1069.92,752.616,848.52,365.04,-221.4,35.3,38.5,13.4,13,0.429,0.381,0.429,0.383,24.1,22,23.4,26,50.719,25.719,25,1478.7,1014.719
irow_weights_reg_2__77_/QN,m_mFW_reg_14__158_/D,287.136,630.36,512.424,1432.8,225.288,802.44,30.8,33.3,17.7,14.2,0.429,0.381,0.429,0.383,168,166.2,215.8,217.9,50.719,36.519,14.2,1486.4,1068.519
m_mFW_reg_6__351_/QN,m_mZ_reg_9__45_/D,364.032,713.52,678.744,777.24,314.712,63.72,33.2,36.1,12.9,12.1,0.429,0.381,0.429,0.383,35,33.2,37.4,39.7,56.519,35.819,20.7,1473.8,1046.719
irow_weights_reg_2__28_/QN,m_mFW_reg_14__59_/D,10.224,568.8,593.856,1326.96,583.632,758.16,32.9,35.7,10.9,11.8,0.429,0.381,0.429,0.383,10.1,9.9,9.2,9.5,61.819,49.719,12.1,1493.4,1074.519
irow_weights_reg_0__282_/QN,m_mFW_reg_15__567_/D,105.696,526.68,141.12,1345.32,35.424,818.64,25.6,27.5,9.7,9.6,0.429,0.381,0.429,0.383,172.7,170.8,220.2,222.5,53.519,44.919,8.6,1473.8,1067.819
irow_weights_reg_1__273_/QN,m_mFW_reg_16__548_/D,9.144,321.48,263.808,1299.96,254.664,978.48,45,49.3,13.3,14.4,0.429,0.381,0.429,0.383,11.1,10.6,10,10.6,51.319,31.219,20.1,1489.3,1054.319
irow_weights_reg_1__472_/QN,m_mFW_reg_7__947_/D,63.144,536.4,57.312,951.12,-5.832,414.72,42.5,46.6,12.3,12.7,0.429,0.381,0.429,0.383,172.9,171.4,221.8,223.4,55.719,53.119,2.6,1458.7,1070.219
irow_weights_reg_0__217_/QN,m_mFW_reg_6__438_/D,138.744,337.68,179.784,782.64,41.04,444.96,27.5,29.9,9.5,10.1,0.429,0.381,0.429,0.383,126.2,123.7,158.7,162.3,49.019,46.319,2.7,1479.1,1078.419
irow_weights_reg_2__114_/QN,m_mFW_reg_14__227_/D,17.784,425.16,708.768,1203.84,690.984,778.68,32.2,35.1,16.2,13.8,0.429,0.381,0.429,0.383,128.3,126.1,162.4,165.2,55.819,51.119,4.7,1476.4,1074.119
irow_weights_reg_2__377_/QN,m_mFW_reg_14__759_/D,274.608,615.24,421.704,1387.44,147.096,772.2,30.8,33.6,9.9,10.6,0.429,0.381,0.429,0.383,146.6,145.2,187.7,189.4,58.119,49.019,9.1,1470.7,1074.219
irow_weights_reg_2__297_/QN,m_mFW_reg_17__598_/D,120.816,464.04,163.368,1209.24,42.552,745.2,32.3,35.2,9.8,10.5,0.429,0.381,0.429,0.383,105.6,104.8,132.8,133.7,57.819,48.419,9.4,1470.6,1080.419
m_mFW_reg_10__132_/QN,m_mZ_reg_13__72_/D,387.576,1069.92,753.696,785.88,366.12,-284.04,30,32.7,11.8,11.5,0.429,0.381,0.429,0.383,24.1,22,23.4,26,50.719,33.619,17.1,1477.6,1022.519
m_mFW_reg_10__270_/QN,m_mZ_reg_16__74_/D,418.248,771.84,707.256,677.88,289.008,-93.96,28.1,30.5,11.7,11.3,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,31.819,0.2,1476.8,1013.719
irow_weights_reg_0__114_/QN,m_mFW_reg_9__225_/D,22.536,392.76,699.696,946.8,677.16,554.04,32.6,35.3,11.1,10.6,0.429,0.381,0.429,0.383,188.1,186.5,241.6,243.6,51.219,31.719,19.5,1470.6,1051.119
irow_weights_reg_1__172_/QN,m_mFW_reg_13__349_/D,282.384,357.12,573.984,1231.92,291.6,874.8,35.7,38.9,17,18.5,0.429,0.381,0.429,0.383,180,177.6,229.5,232.4,46.419,54.519,-8.1,1487.8,1076.219
m_mFW_reg_13__351_/QN,m_mZ_reg_16__89_/D,483.696,1132.56,655.632,740.52,171.936,-392.04,36.2,39.7,14.9,14.1,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,31.819,34,1473.1,1038.419
irow_weights_reg_2__102_/QN,m_mFW_reg_8__207_/D,15.192,408.96,14.544,778.32,-0.648,369.36,35.7,36.4,10.5,10.8,0.429,0.381,0.429,0.383,184,182.7,236.6,238,56.719,44.319,12.4,1476.7,1065.619
irow_weights_reg_2__33_/QN,m_mFW_reg_17__68_/D,9.144,393.84,324.504,1215.72,315.36,821.88,30.7,33,11.3,12.2,0.429,0.381,0.429,0.383,10.5,10.2,9.6,9.9,55.019,46.819,8.2,1466.3,1074.919
irow_weights_reg_1__72_/QN,m_mFW_reg_13__149_/D,67.896,305.28,586.512,1106.64,518.616,801.36,31.5,34.6,9.5,10.2,0.429,0.381,0.429,0.383,182.1,180.8,233.2,234.9,55.919,35.219,20.7,1469.2,1056.819
m_mFW_reg_6__918_/QN,FW_reg_2__0__11_/D,32.688,969.48,239.832,808.56,207.144,-160.92,41.7,38.2,17,12.5,0.426,0.377,0.426,0.381,31.1,29.1,32.3,34.9,58.619,60.019,-1.4,1469.2,1042.019
irow_weights_reg_1__72_/QN,m_mFW_reg_13__148_/D,67.896,305.28,596.232,1159.56,528.336,854.28,31.3,34.6,11.3,12,0.429,0.381,0.429,0.383,182.1,180.8,233.2,234.9,55.919,65.319,-9.4,1473.5,1095.319
m_mFW_reg_6__351_/QN,m_mZ_reg_15__45_/D,364.032,713.52,647.856,738.36,283.824,24.84,34.1,37.7,12,11.3,0.429,0.381,0.429,0.383,35,33.2,37.4,39.7,56.519,39.319,17.2,1454.1,1047.719
irow_weights_reg_0__22_/QN,m_mFW_reg_9__47_/D,39.168,391.68,664.704,891.72,625.536,500.04,31.4,34.4,10,10,0.429,0.381,0.429,0.383,193.2,191.8,248.7,250.4,52.519,26.419,26.1,1479.3,1047.019
irow_weights_reg_0__162_/QN,m_mFW_reg_6__329_/D,153.432,267.48,225.144,738.36,71.712,470.88,26.3,28.3,15.2,16,0.429,0.381,0.429,0.383,126.4,123.9,159.2,162.9,52.419,64.019,-11.6,1452.1,1085.419
irow_weights_reg_0__427_/QN,m_mFW_reg_15__858_/D,8.28,712.44,58.824,1416.6,50.544,704.16,37.5,41.7,9.4,10,0.429,0.381,0.429,0.383,155.2,153.9,197.3,198.9,50.519,54.119,-3.6,1458.2,1080.219
irow_weights_reg_0__28_/QN,m_mFW_reg_9__59_/D,183.456,251.28,604.224,963,420.768,711.72,45.8,51.1,12.7,13.6,0.429,0.381,0.429,0.383,10.4,10.2,9.5,9.9,52.319,25.419,26.9,1486.1,1041.819
irow_weights_reg_2__442_/QN,m_mFW_reg_8__888_/D,45.216,617.4,36.36,999.72,-8.856,382.32,36.3,39.3,10.3,10.9,0.429,0.381,0.429,0.383,148.8,147.7,190.2,191.6,50.719,56.519,-5.8,1476.9,1066.419
irow_weights_reg_0__162_/QN,m_mFW_reg_6__328_/D,153.432,267.48,195.984,735.12,42.552,467.64,28.5,30.7,10.3,11,0.429,0.381,0.429,0.383,126.4,123.9,159.2,162.9,52.419,56.419,-4,1462.519,1084.519
m_mZ_reg_10__111_/QN,Z_reg_3__1__17_/D,667.944,748.08,845.28,717.84,177.336,-30.24,76.9,64.5,38,26.9,0.426,0.377,0.426,0.381,16.7,15.2,15.3,17.1,32.819,16.919,15.9,1457.1,1028.219
irow_weights_reg_1__102_/QN,m_mFW_reg_13__205_/D,22.752,347.4,692.352,1211.4,669.6,864,37.1,39.5,20.9,18.1,0.429,0.381,0.429,0.383,166.2,164.5,213.3,215.8,50.719,50.419,0.3,1462.3,1090.019
irow_weights_reg_1__427_/QN,m_mFW_reg_16__858_/D,25.344,703.8,65.736,1411.2,40.392,707.4,36.2,40.5,9.3,9.9,0.429,0.381,0.429,0.383,189,188.2,242.7,243.6,42.119,60.419,-18.3,1481.1,1066.119
irow_weights_reg_0__444_/QN,m_mFW_reg_12__887_/D,38.304,624.96,672.048,1281.6,633.744,656.64,34.4,37.6,12.5,11.7,0.429,0.381,0.429,0.383,193.7,191.9,247.8,250.2,50.819,47.019,3.8,1478.7,1068.619
irow_weights_reg_1__211_/QN,m_mFW_reg_16__428_/D,32.904,306.36,347.184,1287,314.28,980.64,34.1,36.4,20.1,17.9,0.429,0.381,0.429,0.383,110.2,109.1,138.8,140.1,55.319,34.119,21.2,1486.5,1041.219
irow_weights_reg_1__37_/QN,m_mFW_reg_7__79_/D,211.752,612,248.904,957.6,37.152,345.6,29.4,30.9,10.2,10.9,0.429,0.381,0.429,0.383,157.7,156.1,201.8,203.8,61.119,37.619,23.5,1455.3,1061.819
irow_weights_reg_0__437_/QN,m_mFW_reg_15__876_/D,22.536,670.32,51.48,1376.64,28.944,706.32,36.7,38.9,11.6,11.6,0.429,0.381,0.429,0.383,158.7,157.7,203.4,204.7,45.619,49.319,-3.7,1487.8,1057.519
irow_weights_reg_0__102_/QN,m_mFW_reg_12__208_/D,30.096,349.56,677.016,1216.8,646.92,867.24,36.3,38.2,12.8,13.3,0.429,0.381,0.429,0.383,52.3,51.2,60.8,62.3,47.819,52.619,-4.8,1471.1,1083.019
irow_weights_reg_0__464_/QN,m_mFW_reg_9__929_/D,75.888,569.88,664.704,1002.96,588.816,433.08,39.6,43.5,13.4,14.7,0.429,0.381,0.429,0.383,151,148.9,190.8,193.4,52.119,31.119,21,1477.4,1052.119
m_mFW_reg_0__270_/QN,m_mZ_reg_3__4_/D,395.568,324.72,732.528,738.36,336.96,413.64,28.8,30.9,11.7,11.6,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,39.019,16.3,1448.9,1031.119
irow_weights_reg_1__452_/QN,m_mFW_reg_10__909_/D,52.992,566.64,694.944,969.48,641.952,402.84,34.6,37,10.5,11.2,0.429,0.381,0.429,0.383,102.5,101.7,128.9,129.8,65.119,4.419,60.7,1461.619,1023.319
irow_weights_reg_0__462_/QN,m_mFW_reg_15__928_/D,76.104,556.92,90.144,1294.56,14.04,737.64,35.7,37.9,10.6,11.2,0.429,0.381,0.429,0.383,160.8,159.5,204.8,206.7,55.819,60.619,-4.8,1470.9,1085.219
irow_weights_reg_0__14_/QN,m_mFW_reg_15__27_/D,32.904,487.8,51.912,1171.44,19.008,683.64,30,32.7,10.5,10.3,0.429,0.381,0.429,0.383,192.3,191,247,248.6,53.219,50.619,2.6,1481,1071.819
